code,name,utf8
U+1F4E6,package,0xF0 0x9F 0x93 0xA6,
U+1F4E5,inbox tray,0xF0 0x9F 0x93 0xA5,
U+1F4E4,outbox tray,0xF0 0x9F 0x93 0xA4,
U+1F4E9,envelope with arrow,0xF0 0x9F 0x93 0xA9,
U+1F4E8,incoming envelope,0xF0 0x9F 0x93 0xA8,
U+1F4E7,e-mail,0xF0 0x9F 0x93 0xA7,
U+2709,envelope,0xE2 0x9C 0x89,
U+1F4B9,chart increasing with yen,0xF0 0x9F 0x92 0xB9,
U+1F9FE,receipt,0xF0 0x9F 0xA7 0xBE,
U+1F4B3,credit card,0xF0 0x9F 0x92 0xB3,
U+1F4B8,money with wings,0xF0 0x9F 0x92 0xB8,
U+1F4B7,pound banknote,0xF0 0x9F 0x92 0xB7,
U+1F4B6,euro banknote,0xF0 0x9F 0x92 0xB6,
U+1F4B5,dollar banknote,0xF0 0x9F 0x92 0xB5,
U+1F4B4,yen banknote,0xF0 0x9F 0x92 0xB4,
U+1FA99,coin,0xF0 0x9F 0xAA 0x99,
U+1F4B0,money bag,0xF0 0x9F 0x92 0xB0,
U+1F3F7,label,0xF0 0x9F 0x8F 0xB7,
U+1F516,bookmark,0xF0 0x9F 0x94 0x96,
U+1F4D1,bookmark tabs,0xF0 0x9F 0x93 0x91,
U+1F5DE,rolled-up newspaper,0xF0 0x9F 0x97 0x9E,
U+1F4F0,newspaper,0xF0 0x9F 0x93 0xB0,
U+1F4C4,page facing up,0xF0 0x9F 0x93 0x84,
U+1F4DC,scroll,0xF0 0x9F 0x93 0x9C,
U+1F4C3,page with curl,0xF0 0x9F 0x93 0x83,
U+1F4D2,ledger,0xF0 0x9F 0x93 0x92,
U+1F4D3,notebook,0xF0 0x9F 0x93 0x93,
U+1F4DA,books,0xF0 0x9F 0x93 0x9A,
U+1F4D9,orange book,0xF0 0x9F 0x93 0x99,
U+1F4D8,blue book,0xF0 0x9F 0x93 0x98,
U+1F4D7,green book,0xF0 0x9F 0x93 0x97,
U+1F4D6,open book,0xF0 0x9F 0x93 0x96,
U+1F4D5,closed book,0xF0 0x9F 0x93 0x95,
U+1F4D4,notebook with decorative cover,0xF0 0x9F 0x93 0x94,
U+1FA94,diya lamp,0xF0 0x9F 0xAA 0x94,
U+1F3EE,red paper lantern,0xF0 0x9F 0x8F 0xAE,
U+1F526,flashlight,0xF0 0x9F 0x94 0xA6,
U+1F4A1,light bulb,0xF0 0x9F 0x92 0xA1,
U+1F56F,candle,0xF0 0x9F 0x95 0xAF,
U+1F50E,magnifying glass tilted right,0xF0 0x9F 0x94 0x8E,
U+1F50D,magnifying glass tilted left,0xF0 0x9F 0x94 0x8D,
U+1F4FC,videocassette,0xF0 0x9F 0x93 0xBC,
U+1F4F9,video camera,0xF0 0x9F 0x93 0xB9,
U+1F4F8,camera with flash,0xF0 0x9F 0x93 0xB8,
U+1F4F7,camera,0xF0 0x9F 0x93 0xB7,
U+1F4FA,television,0xF0 0x9F 0x93 0xBA,
U+1F3AC,clapper board,0xF0 0x9F 0x8E 0xAC,
U+1F4FD,film projector,0xF0 0x9F 0x93 0xBD,
U+1F39E,film frames,0xF0 0x9F 0x8E 0x9E,
U+1F3A5,movie camera,0xF0 0x9F 0x8E 0xA5,
U+1F9EE,abacus,0xF0 0x9F 0xA7 0xAE,
U+1F4C0,dvd,0xF0 0x9F 0x93 0x80,
U+1F4BF,optical disk,0xF0 0x9F 0x92 0xBF,
U+1F4BE,floppy disk,0xF0 0x9F 0x92 0xBE,
U+1F4BD,computer disk,0xF0 0x9F 0x92 0xBD,
U+1F5B2,trackball,0xF0 0x9F 0x96 0xB2,
U+1F5B1,computer mouse,0xF0 0x9F 0x96 0xB1,
U+2328,keyboard,0xE2 0x8C 0xA8,
U+1F5A8,printer,0xF0 0x9F 0x96 0xA8,
U+1F5A5,desktop computer,0xF0 0x9F 0x96 0xA5,
U+1F4BB,laptop,0xF0 0x9F 0x92 0xBB,
U+1F50C,electric plug,0xF0 0x9F 0x94 0x8C,
U+1F50B,battery,0xF0 0x9F 0x94 0x8B,
U+1F4E0,fax machine,0xF0 0x9F 0x93 0xA0,
U+1F4DF,pager,0xF0 0x9F 0x93 0x9F,
U+1F4DE,telephone receiver,0xF0 0x9F 0x93 0x9E,
U+260E,telephone,0xE2 0x98 0x8E,
U+1F4F2,mobile phone with arrow,0xF0 0x9F 0x93 0xB2,
U+1F4F1,mobile phone,0xF0 0x9F 0x93 0xB1,
U+1FA98,long drum,0xF0 0x9F 0xAA 0x98,
U+1F941,drum,0xF0 0x9F 0xA5 0x81,
U+1FA95,banjo,0xF0 0x9F 0xAA 0x95,
U+1F3BB,violin,0xF0 0x9F 0x8E 0xBB,
U+1F3BA,trumpet,0xF0 0x9F 0x8E 0xBA,
U+1F3B9,musical keyboard,0xF0 0x9F 0x8E 0xB9,
U+1F3B8,guitar,0xF0 0x9F 0x8E 0xB8,
U+1FA97,accordion,0xF0 0x9F 0xAA 0x97,
U+1F3B7,saxophone,0xF0 0x9F 0x8E 0xB7,
U+1F4FB,radio,0xF0 0x9F 0x93 0xBB,
U+1F3A7,headphone,0xF0 0x9F 0x8E 0xA7,
U+1F3A4,microphone,0xF0 0x9F 0x8E 0xA4,
U+1F39B,control knobs,0xF0 0x9F 0x8E 0x9B,
U+1F39A,level slider,0xF0 0x9F 0x8E 0x9A,
U+1F399,studio microphone,0xF0 0x9F 0x8E 0x99,
U+1F3B6,musical notes,0xF0 0x9F 0x8E 0xB6,
U+1F3B5,musical note,0xF0 0x9F 0x8E 0xB5,
U+1F3BC,musical score,0xF0 0x9F 0x8E 0xBC,
U+1F515,bell with slash,0xF0 0x9F 0x94 0x95,
U+1F514,bell,0xF0 0x9F 0x94 0x94,
U+1F4EF,postal horn,0xF0 0x9F 0x93 0xAF,
U+1F4E3,megaphone,0xF0 0x9F 0x93 0xA3,
U+1F4E2,loudspeaker,0xF0 0x9F 0x93 0xA2,
U+1F50A,speaker high volume,0xF0 0x9F 0x94 0x8A,
U+1F509,speaker medium volume,0xF0 0x9F 0x94 0x89,
U+1F508,speaker low volume,0xF0 0x9F 0x94 0x88,
U+1F507,muted speaker,0xF0 0x9F 0x94 0x87,
U+1F48E,gem stone,0xF0 0x9F 0x92 0x8E,
U+1F48D,ring,0xF0 0x9F 0x92 0x8D,
U+1F484,lipstick,0xF0 0x9F 0x92 0x84,
U+1F4FF,prayer beads,0xF0 0x9F 0x93 0xBF,
U+26D1,rescue worker’s helmet,0xE2 0x9B 0x91,
U+1FA96,military helmet,0xF0 0x9F 0xAA 0x96,
U+1F9E2,billed cap,0xF0 0x9F 0xA7 0xA2,
U+1F393,graduation cap,0xF0 0x9F 0x8E 0x93,
U+1F3A9,top hat,0xF0 0x9F 0x8E 0xA9,
U+1F452,woman’s hat,0xF0 0x9F 0x91 0x92,
U+1F451,crown,0xF0 0x9F 0x91 0x91,
U+1F462,woman’s boot,0xF0 0x9F 0x91 0xA2,
U+1FA70,ballet shoes,0xF0 0x9F 0xA9 0xB0,
U+1F461,woman’s sandal,0xF0 0x9F 0x91 0xA1,
U+1F460,high-heeled shoe,0xF0 0x9F 0x91 0xA0,
U+1F97F,flat shoe,0xF0 0x9F 0xA5 0xBF,
U+1F97E,hiking boot,0xF0 0x9F 0xA5 0xBE,
U+1F45F,running shoe,0xF0 0x9F 0x91 0x9F,
U+1F45E,man’s shoe,0xF0 0x9F 0x91 0x9E,
U+1FA74,thong sandal,0xF0 0x9F 0xA9 0xB4,
U+1F392,backpack,0xF0 0x9F 0x8E 0x92,
U+1F6CD,shopping bags,0xF0 0x9F 0x9B 0x8D,
U+1F45D,clutch bag,0xF0 0x9F 0x91 0x9D,
U+1F45C,handbag,0xF0 0x9F 0x91 0x9C,
U+1F45B,purse,0xF0 0x9F 0x91 0x9B,
U+1F45A,woman’s clothes,0xF0 0x9F 0x91 0x9A,
U+1F459,bikini,0xF0 0x9F 0x91 0x99,
U+1FA73,shorts,0xF0 0x9F 0xA9 0xB3,
U+1FA72,briefs,0xF0 0x9F 0xA9 0xB2,
U+1FA71,one-piece swimsuit,0xF0 0x9F 0xA9 0xB1,
U+1F97B,sari,0xF0 0x9F 0xA5 0xBB,
U+1F458,kimono,0xF0 0x9F 0x91 0x98,
U+1F457,dress,0xF0 0x9F 0x91 0x97,
U+1F9E6,socks,0xF0 0x9F 0xA7 0xA6,
U+1F9E5,coat,0xF0 0x9F 0xA7 0xA5,
U+1F9E4,gloves,0xF0 0x9F 0xA7 0xA4,
U+1F9E3,scarf,0xF0 0x9F 0xA7 0xA3,
U+1F456,jeans,0xF0 0x9F 0x91 0x96,
U+1F455,t-shirt,0xF0 0x9F 0x91 0x95,
U+1F454,necktie,0xF0 0x9F 0x91 0x94,
U+1F9BA,safety vest,0xF0 0x9F 0xA6 0xBA,
U+1F97C,lab coat,0xF0 0x9F 0xA5 0xBC,
U+1F97D,goggles,0xF0 0x9F 0xA5 0xBD,
U+1F576,sunglasses,0xF0 0x9F 0x95 0xB6,
U+1F453,glasses,0xF0 0x9F 0x91 0x93,
U+1FAA2,knot,0xF0 0x9F 0xAA 0xA2,
U+1F9F6,yarn,0xF0 0x9F 0xA7 0xB6,
U+1FAA1,sewing needle,0xF0 0x9F 0xAA 0xA1,
U+1F9F5,thread,0xF0 0x9F 0xA7 0xB5,
U+1F3A8,artist palette,0xF0 0x9F 0x8E 0xA8,
U+1F5BC,framed picture,0xF0 0x9F 0x96 0xBC,
U+1F3AD,performing arts,0xF0 0x9F 0x8E 0xAD,
U+1F3B4,flower playing cards,0xF0 0x9F 0x8E 0xB4,
U+1F004,mahjong red dragon,0xF0 0x9F 0x80 0x84,
U+1F0CF,joker,0xF0 0x9F 0x83 0x8F,
U+265F,chess pawn,0xE2 0x99 0x9F,
U+2663,club suit,0xE2 0x99 0xA3,
U+2666,diamond suit,0xE2 0x99 0xA6,
U+2665,heart suit,0xE2 0x99 0xA5,
U+2660,spade suit,0xE2 0x99 0xA0,
U+1FA86,nesting dolls,0xF0 0x9F 0xAA 0x86,
U+1FA85,piñata,0xF0 0x9F 0xAA 0x85,
U+1F9F8,teddy bear,0xF0 0x9F 0xA7 0xB8,
U+1F9E9,puzzle piece,0xF0 0x9F 0xA7 0xA9,
U+1F3B2,game die,0xF0 0x9F 0x8E 0xB2,
U+1F3B0,slot machine,0xF0 0x9F 0x8E 0xB0,
U+1F579,joystick,0xF0 0x9F 0x95 0xB9,
U+1F3AE,video game,0xF0 0x9F 0x8E 0xAE,
U+1F9FF,nazar amulet,0xF0 0x9F 0xA7 0xBF,
U+1FA84,magic wand,0xF0 0x9F 0xAA 0x84,
U+1F52E,crystal ball,0xF0 0x9F 0x94 0xAE,
U+1F3B1,pool 8 ball,0xF0 0x9F 0x8E 0xB1,
U+1FA81,kite,0xF0 0x9F 0xAA 0x81,
U+1FA80,yo-yo,0xF0 0x9F 0xAA 0x80,
U+1F3AF,bullseye,0xF0 0x9F 0x8E 0xAF,
U+1F94C,curling stone,0xF0 0x9F 0xA5 0x8C,
U+1F6F7,sled,0xF0 0x9F 0x9B 0xB7,
U+1F3BF,skis,0xF0 0x9F 0x8E 0xBF,
U+1F3BD,running shirt,0xF0 0x9F 0x8E 0xBD,
U+1F93F,diving mask,0xF0 0x9F 0xA4 0xBF,
U+1F3A3,fishing pole,0xF0 0x9F 0x8E 0xA3,
U+26F8,ice skate,0xE2 0x9B 0xB8,
U+26F3,flag in hole,0xE2 0x9B 0xB3,
U+1F945,goal net,0xF0 0x9F 0xA5 0x85,
U+1F94B,martial arts uniform,0xF0 0x9F 0xA5 0x8B,
U+1F94A,boxing glove,0xF0 0x9F 0xA5 0x8A,
U+1F3F8,badminton,0xF0 0x9F 0x8F 0xB8,
U+1F3D3,ping pong,0xF0 0x9F 0x8F 0x93,
U+1F94D,lacrosse,0xF0 0x9F 0xA5 0x8D,
U+1F3D2,ice hockey,0xF0 0x9F 0x8F 0x92,
U+1F3D1,field hockey,0xF0 0x9F 0x8F 0x91,
U+1F3CF,cricket game,0xF0 0x9F 0x8F 0x8F,
U+1F3B3,bowling,0xF0 0x9F 0x8E 0xB3,
U+1F94F,flying disc,0xF0 0x9F 0xA5 0x8F,
U+1F3BE,tennis,0xF0 0x9F 0x8E 0xBE,
U+1F3C9,rugby football,0xF0 0x9F 0x8F 0x89,
U+1F3C8,american football,0xF0 0x9F 0x8F 0x88,
U+1F3D0,volleyball,0xF0 0x9F 0x8F 0x90,
U+1F3C0,basketball,0xF0 0x9F 0x8F 0x80,
U+1F94E,softball,0xF0 0x9F 0xA5 0x8E,
U+26BE,baseball,0xE2 0x9A 0xBE,
U+26BD,soccer ball,0xE2 0x9A 0xBD,
U+1F949,3rd place medal,0xF0 0x9F 0xA5 0x89,
U+1F948,2nd place medal,0xF0 0x9F 0xA5 0x88,
U+1F947,1st place medal,0xF0 0x9F 0xA5 0x87,
U+1F3C5,sports medal,0xF0 0x9F 0x8F 0x85,
U+1F3C6,trophy,0xF0 0x9F 0x8F 0x86,
U+1F396,military medal,0xF0 0x9F 0x8E 0x96,
U+1F3AB,ticket,0xF0 0x9F 0x8E 0xAB,
U+1F39F,admission tickets,0xF0 0x9F 0x8E 0x9F,
U+1F397,reminder ribbon,0xF0 0x9F 0x8E 0x97,
U+1F381,wrapped gift,0xF0 0x9F 0x8E 0x81,
U+1F380,ribbon,0xF0 0x9F 0x8E 0x80,
U+1F9E7,red envelope,0xF0 0x9F 0xA7 0xA7,
U+1F391,moon viewing ceremony,0xF0 0x9F 0x8E 0x91,
U+1F390,wind chime,0xF0 0x9F 0x8E 0x90,
U+1F38F,carp streamer,0xF0 0x9F 0x8E 0x8F,
U+1F38E,Japanese dolls,0xF0 0x9F 0x8E 0x8E,
U+1F38D,pine decoration,0xF0 0x9F 0x8E 0x8D,
U+1F38B,tanabata tree,0xF0 0x9F 0x8E 0x8B,
U+1F38A,confetti ball,0xF0 0x9F 0x8E 0x8A,
U+1F389,party popper,0xF0 0x9F 0x8E 0x89,
U+1F388,balloon,0xF0 0x9F 0x8E 0x88,
U+2728,sparkles,0xE2 0x9C 0xA8,
U+1F9E8,firecracker,0xF0 0x9F 0xA7 0xA8,
U+1F387,sparkler,0xF0 0x9F 0x8E 0x87,
U+1F386,fireworks,0xF0 0x9F 0x8E 0x86,
U+1F384,Christmas tree,0xF0 0x9F 0x8E 0x84,
U+1F383,jack-o-lantern,0xF0 0x9F 0x8E 0x83,
U+1F30A,water wave,0xF0 0x9F 0x8C 0x8A,
U+1F4A7,droplet,0xF0 0x9F 0x92 0xA7,
U+1F525,fire,0xF0 0x9F 0x94 0xA5,
U+2604,comet,0xE2 0x98 0x84,
U+26C4,snowman without snow,0xE2 0x9B 0x84,
U+2603,snowman,0xE2 0x98 0x83,
U+2744,snowflake,0xE2 0x9D 0x84,
U+26A1,high voltage,0xE2 0x9A 0xA1,
U+26F1,umbrella on ground,0xE2 0x9B 0xB1,
U+2614,umbrella with rain drops,0xE2 0x98 0x94,
U+2602,umbrella,0xE2 0x98 0x82,
U+1F302,closed umbrella,0xF0 0x9F 0x8C 0x82,
U+1F308,rainbow,0xF0 0x9F 0x8C 0x88,
U+1F300,cyclone,0xF0 0x9F 0x8C 0x80,
U+1F32C,wind face,0xF0 0x9F 0x8C 0xAC,
U+1F32B,fog,0xF0 0x9F 0x8C 0xAB,
U+1F32A,tornado,0xF0 0x9F 0x8C 0xAA,
U+1F329,cloud with lightning,0xF0 0x9F 0x8C 0xA9,
U+1F328,cloud with snow,0xF0 0x9F 0x8C 0xA8,
U+1F327,cloud with rain,0xF0 0x9F 0x8C 0xA7,
U+1F326,sun behind rain cloud,0xF0 0x9F 0x8C 0xA6,
U+1F325,sun behind large cloud,0xF0 0x9F 0x8C 0xA5,
U+1F324,sun behind small cloud,0xF0 0x9F 0x8C 0xA4,
U+26C8,cloud with lightning and rain,0xE2 0x9B 0x88,
U+26C5,sun behind cloud,0xE2 0x9B 0x85,
U+2601,cloud,0xE2 0x98 0x81,
U+1F30C,milky way,0xF0 0x9F 0x8C 0x8C,
U+1F320,shooting star,0xF0 0x9F 0x8C 0xA0,
U+1F31F,glowing star,0xF0 0x9F 0x8C 0x9F,
U+2B50,star,0xE2 0xAD 0x90,
U+1FA90,ringed planet,0xF0 0x9F 0xAA 0x90,
U+1F31E,sun with face,0xF0 0x9F 0x8C 0x9E,
U+1F31D,full moon face,0xF0 0x9F 0x8C 0x9D,
U+2600,sun,0xE2 0x98 0x80,
U+1F321,thermometer,0xF0 0x9F 0x8C 0xA1,
U+1F31C,last quarter moon face,0xF0 0x9F 0x8C 0x9C,
U+1F31B,first quarter moon face,0xF0 0x9F 0x8C 0x9B,
U+1F31A,new moon face,0xF0 0x9F 0x8C 0x9A,
U+1F319,crescent moon,0xF0 0x9F 0x8C 0x99,
U+1F318,waning crescent moon,0xF0 0x9F 0x8C 0x98,
U+1F317,last quarter moon,0xF0 0x9F 0x8C 0x97,
U+1F316,waning gibbous moon,0xF0 0x9F 0x8C 0x96,
U+1F315,full moon,0xF0 0x9F 0x8C 0x95,
U+1F314,waxing gibbous moon,0xF0 0x9F 0x8C 0x94,
U+1F313,first quarter moon,0xF0 0x9F 0x8C 0x93,
U+1F312,waxing crescent moon,0xF0 0x9F 0x8C 0x92,
U+1F311,new moon,0xF0 0x9F 0x8C 0x91,
U+1F566,eleven-thirty,0xF0 0x9F 0x95 0xA6,
U+1F55A,eleven o’clock,0xF0 0x9F 0x95 0x9A,
U+1F565,ten-thirty,0xF0 0x9F 0x95 0xA5,
U+1F559,ten o’clock,0xF0 0x9F 0x95 0x99,
U+1F564,nine-thirty,0xF0 0x9F 0x95 0xA4,
U+1F558,nine o’clock,0xF0 0x9F 0x95 0x98,
U+1F563,eight-thirty,0xF0 0x9F 0x95 0xA3,
U+1F557,eight o’clock,0xF0 0x9F 0x95 0x97,
U+1F562,seven-thirty,0xF0 0x9F 0x95 0xA2,
U+1F556,seven o’clock,0xF0 0x9F 0x95 0x96,
U+1F561,six-thirty,0xF0 0x9F 0x95 0xA1,
U+1F555,six o’clock,0xF0 0x9F 0x95 0x95,
U+1F560,five-thirty,0xF0 0x9F 0x95 0xA0,
U+1F554,five o’clock,0xF0 0x9F 0x95 0x94,
U+1F55F,four-thirty,0xF0 0x9F 0x95 0x9F,
U+1F553,four o’clock,0xF0 0x9F 0x95 0x93,
U+1F55E,three-thirty,0xF0 0x9F 0x95 0x9E,
U+1F552,three o’clock,0xF0 0x9F 0x95 0x92,
U+1F55D,two-thirty,0xF0 0x9F 0x95 0x9D,
U+1F551,two o’clock,0xF0 0x9F 0x95 0x91,
U+1F55C,one-thirty,0xF0 0x9F 0x95 0x9C,
U+1F550,one o’clock,0xF0 0x9F 0x95 0x90,
U+1F567,twelve-thirty,0xF0 0x9F 0x95 0xA7,
U+1F55B,twelve o’clock,0xF0 0x9F 0x95 0x9B,
U+1F570,mantelpiece clock,0xF0 0x9F 0x95 0xB0,
U+23F2,timer clock,0xE2 0x8F 0xB2,
U+23F1,stopwatch,0xE2 0x8F 0xB1,
U+23F0,alarm clock,0xE2 0x8F 0xB0,
U+231A,watch,0xE2 0x8C 0x9A,
U+23F3,hourglass not done,0xE2 0x8F 0xB3,
U+231B,hourglass done,0xE2 0x8C 0x9B,
U+1F9F3,luggage,0xF0 0x9F 0xA7 0xB3,
U+1F6CE,bellhop bell,0xF0 0x9F 0x9B 0x8E,
U+1F6F8,flying saucer,0xF0 0x9F 0x9B 0xB8,
U+1F680,rocket,0xF0 0x9F 0x9A 0x80,
U+1F6F0,satellite,0xF0 0x9F 0x9B 0xB0,
U+1F6A1,aerial tramway,0xF0 0x9F 0x9A 0xA1,
U+1F6A0,mountain cableway,0xF0 0x9F 0x9A 0xA0,
U+1F69F,suspension railway,0xF0 0x9F 0x9A 0x9F,
U+1F681,helicopter,0xF0 0x9F 0x9A 0x81,
U+1F4BA,seat,0xF0 0x9F 0x92 0xBA,
U+1FA82,parachute,0xF0 0x9F 0xAA 0x82,
U+1F6EC,airplane arrival,0xF0 0x9F 0x9B 0xAC,
U+1F6EB,airplane departure,0xF0 0x9F 0x9B 0xAB,
U+1F6E9,small airplane,0xF0 0x9F 0x9B 0xA9,
U+2708,airplane,0xE2 0x9C 0x88,
U+1F6A2,ship,0xF0 0x9F 0x9A 0xA2,
U+1F6E5,motor boat,0xF0 0x9F 0x9B 0xA5,
U+26F4,ferry,0xE2 0x9B 0xB4,
U+1F6F3,passenger ship,0xF0 0x9F 0x9B 0xB3,
U+1F6A4,speedboat,0xF0 0x9F 0x9A 0xA4,
U+1F6F6,canoe,0xF0 0x9F 0x9B 0xB6,
U+26F5,sailboat,0xE2 0x9B 0xB5,
U+2693,anchor,0xE2 0x9A 0x93,
U+1F6A7,construction,0xF0 0x9F 0x9A 0xA7,
U+1F6D1,stop sign,0xF0 0x9F 0x9B 0x91,
U+1F6A6,vertical traffic light,0xF0 0x9F 0x9A 0xA6,
U+1F6A5,horizontal traffic light,0xF0 0x9F 0x9A 0xA5,
U+1F6A8,police car light,0xF0 0x9F 0x9A 0xA8,
U+26FD,fuel pump,0xE2 0x9B 0xBD,
U+1F6E2,oil drum,0xF0 0x9F 0x9B 0xA2,
U+1F6E4,railway track,0xF0 0x9F 0x9B 0xA4,
U+1F6E3,motorway,0xF0 0x9F 0x9B 0xA3,
U+1F68F,bus stop,0xF0 0x9F 0x9A 0x8F,
U+1F6FC,roller skate,0xF0 0x9F 0x9B 0xBC,
U+1F6F9,skateboard,0xF0 0x9F 0x9B 0xB9,
U+1F6F4,kick scooter,0xF0 0x9F 0x9B 0xB4,
U+1F6B2,bicycle,0xF0 0x9F 0x9A 0xB2,
U+1F6FA,auto rickshaw,0xF0 0x9F 0x9B 0xBA,
U+1F9BC,motorized wheelchair,0xF0 0x9F 0xA6 0xBC,
U+1F9BD,manual wheelchair,0xF0 0x9F 0xA6 0xBD,
U+1F6F5,motor scooter,0xF0 0x9F 0x9B 0xB5,
U+1F3CD,motorcycle,0xF0 0x9F 0x8F 0x8D,
U+1F3CE,racing car,0xF0 0x9F 0x8F 0x8E,
U+1F69C,tractor,0xF0 0x9F 0x9A 0x9C,
U+1F69B,articulated lorry,0xF0 0x9F 0x9A 0x9B,
U+1F69A,delivery truck,0xF0 0x9F 0x9A 0x9A,
U+1F6FB,pickup truck,0xF0 0x9F 0x9B 0xBB,
U+1F699,sport utility vehicle,0xF0 0x9F 0x9A 0x99,
U+1F698,oncoming automobile,0xF0 0x9F 0x9A 0x98,
U+1F697,automobile,0xF0 0x9F 0x9A 0x97,
U+1F696,oncoming taxi,0xF0 0x9F 0x9A 0x96,
U+1F695,taxi,0xF0 0x9F 0x9A 0x95,
U+1F694,oncoming police car,0xF0 0x9F 0x9A 0x94,
U+1F693,police car,0xF0 0x9F 0x9A 0x93,
U+1F692,fire engine,0xF0 0x9F 0x9A 0x92,
U+1F691,ambulance,0xF0 0x9F 0x9A 0x91,
U+1F690,minibus,0xF0 0x9F 0x9A 0x90,
U+1F68E,trolleybus,0xF0 0x9F 0x9A 0x8E,
U+1F68D,oncoming bus,0xF0 0x9F 0x9A 0x8D,
U+1F68C,bus,0xF0 0x9F 0x9A 0x8C,
U+1F68B,tram car,0xF0 0x9F 0x9A 0x8B,
U+1F69E,mountain railway,0xF0 0x9F 0x9A 0x9E,
U+1F69D,monorail,0xF0 0x9F 0x9A 0x9D,
U+1F68A,tram,0xF0 0x9F 0x9A 0x8A,
U+1F689,station,0xF0 0x9F 0x9A 0x89,
U+1F688,light rail,0xF0 0x9F 0x9A 0x88,
U+1F687,metro,0xF0 0x9F 0x9A 0x87,
U+1F686,train,0xF0 0x9F 0x9A 0x86,
U+1F685,bullet train,0xF0 0x9F 0x9A 0x85,
U+1F684,high-speed train,0xF0 0x9F 0x9A 0x84,
U+1F683,railway car,0xF0 0x9F 0x9A 0x83,
U+1F682,locomotive,0xF0 0x9F 0x9A 0x82,
U+1F3AA,circus tent,0xF0 0x9F 0x8E 0xAA,
U+1F488,barber pole,0xF0 0x9F 0x92 0x88,
U+1F3A2,roller coaster,0xF0 0x9F 0x8E 0xA2,
U+1F3A1,ferris wheel,0xF0 0x9F 0x8E 0xA1,
U+1F3A0,carousel horse,0xF0 0x9F 0x8E 0xA0,
U+2668,hot springs,0xE2 0x99 0xA8,
U+1F309,bridge at night,0xF0 0x9F 0x8C 0x89,
U+1F307,sunset,0xF0 0x9F 0x8C 0x87,
U+1F306,cityscape at dusk,0xF0 0x9F 0x8C 0x86,
U+1F305,sunrise,0xF0 0x9F 0x8C 0x85,
U+1F304,sunrise over mountains,0xF0 0x9F 0x8C 0x84,
U+1F3D9,cityscape,0xF0 0x9F 0x8F 0x99,
U+1F303,night with stars,0xF0 0x9F 0x8C 0x83,
U+1F301,foggy,0xF0 0x9F 0x8C 0x81,
U+26FA,tent,0xE2 0x9B 0xBA,
U+26F2,fountain,0xE2 0x9B 0xB2,
U+1F54B,kaaba,0xF0 0x9F 0x95 0x8B,
U+26E9,shinto shrine,0xE2 0x9B 0xA9,
U+1F54D,synagogue,0xF0 0x9F 0x95 0x8D,
U+1F6D5,hindu temple,0xF0 0x9F 0x9B 0x95,
U+1F54C,mosque,0xF0 0x9F 0x95 0x8C,
U+26EA,church,0xE2 0x9B 0xAA,
U+1F5FD,Statue of Liberty,0xF0 0x9F 0x97 0xBD,
U+1F5FC,Tokyo tower,0xF0 0x9F 0x97 0xBC,
U+1F492,wedding,0xF0 0x9F 0x92 0x92,
U+1F3F0,castle,0xF0 0x9F 0x8F 0xB0,
U+1F3EF,Japanese castle,0xF0 0x9F 0x8F 0xAF,
U+1F3ED,factory,0xF0 0x9F 0x8F 0xAD,
U+1F3EC,department store,0xF0 0x9F 0x8F 0xAC,
U+1F3EB,school,0xF0 0x9F 0x8F 0xAB,
U+1F3EA,convenience store,0xF0 0x9F 0x8F 0xAA,
U+1F3E9,love hotel,0xF0 0x9F 0x8F 0xA9,
U+1F3E8,hotel,0xF0 0x9F 0x8F 0xA8,
U+1F3E6,bank,0xF0 0x9F 0x8F 0xA6,
U+1F3E5,hospital,0xF0 0x9F 0x8F 0xA5,
U+1F3E4,post office,0xF0 0x9F 0x8F 0xA4,
U+1F3E3,Japanese post office,0xF0 0x9F 0x8F 0xA3,
U+1F3E2,office building,0xF0 0x9F 0x8F 0xA2,
U+1F3E1,house with garden,0xF0 0x9F 0x8F 0xA1,
U+1F3E0,house,0xF0 0x9F 0x8F 0xA0,
U+1F3DA,derelict house,0xF0 0x9F 0x8F 0x9A,
U+1F3D8,houses,0xF0 0x9F 0x8F 0x98,
U+1F6D6,hut,0xF0 0x9F 0x9B 0x96,
U+1FAB5,wood,0xF0 0x9F 0xAA 0xB5,
U+1FAA8,rock,0xF0 0x9F 0xAA 0xA8,
U+1F9F1,brick,0xF0 0x9F 0xA7 0xB1,
U+1F3D7,building construction,0xF0 0x9F 0x8F 0x97,
U+1F3DB,classical building,0xF0 0x9F 0x8F 0x9B,
U+1F3DF,stadium,0xF0 0x9F 0x8F 0x9F,
U+1F3DE,national park,0xF0 0x9F 0x8F 0x9E,
U+1F3DD,desert island,0xF0 0x9F 0x8F 0x9D,
U+1F3DC,desert,0xF0 0x9F 0x8F 0x9C,
U+1F3D6,beach with umbrella,0xF0 0x9F 0x8F 0x96,
U+1F3D5,camping,0xF0 0x9F 0x8F 0x95,
U+1F5FB,mount fuji,0xF0 0x9F 0x97 0xBB,
U+1F30B,volcano,0xF0 0x9F 0x8C 0x8B,
U+26F0,mountain,0xE2 0x9B 0xB0,
U+1F3D4,snow-capped mountain,0xF0 0x9F 0x8F 0x94,
U+1F9ED,compass,0xF0 0x9F 0xA7 0xAD,
